STATION,LATITUDE,LONGITUDE
28552099999,56.0666666,63.65
85896099999,-52.3833333,-75.1166666
15108099999,46.9833333,25.95
26229099999,57.8666666,24.3666666
44386099999,43.1833333,109.2166667
40672099999,31.95,44.95
99738699999,70.4,-148.52
48952099999,15.6833333,106.4166667
06690099999,47.4833333,9.5666666
81798099999,-4.7833333,-37.7833333
22106099999,68.6,31.8
24802099999,61.7333333,102.8166666
06605099999,47.1333333,7.0666666
57259099999,32.0333333,110.7666666
02574099999,58.5833333,16.15
02985199999,60.1833333,24.7833333
06060099999,56.297458,9.124628
34056099999,52.25,43.7833333
42832099999,21.3166666,70.3166666
62308099999,31.117,27.867
71214099999,52.1166666,-110.1
71612099999,45.5,-73.5666666
47138099999,36.0333333,129.3833333
85469099999,-27.164792,-109.421831
44241099999,48.9166666,106.0666666
93404099999,-40.3166666,175.6
12230099999,53.1333333,16.75
28775199999,54.4,68.4
86874099999,-22.4511111,-44.4447222
57378099999,31.1666666,112.6333333
44243099999,49.8333333,107.7333333
16040099999,46.5,13.5833333
03520099999,52.25,-2.8833333
72793024233,47.44467,-122.31442
48431599999,14.949497,102.312736
94355099999,-24.8833333,146.25
48953099999,15.3333333,106.6833333
71779099999,53.0333333,-122.5
86654099999,-12.5666666,-41.3833333
02750099999,59.85,23.25
47108099999,37.5666667,126.9666667
99999963850,33.7837,-83.3896
06716099999,46.15,7.6166666
11120099999,47.260219,11.343964
38062099999,44.7666667,65.5333333
99999923908,37.4277,-94.5829
74754093915,31.33464,-92.55849
01020099999,76.4833333,16.55
15279099999,45.6,24.6166666
30764099999,52.65,115.1666666
42727099999,23.7333333,92.7166666
86986099999,-30.5477778,-53.4675
99844199999,17.591,-61.821
16332099999,40.239228,18.133325
72028404877,42.57444,-84.81139
95831099999,-35.1166666,142.0
26737099999,54.25,24.55
85242099999,-17.962589,-67.076236
72307993796,36.2975,-77.17083
99823899999,30.2166666,-88.5
71497099999,60.2333333,-123.4666666
71902099999,56.55,-61.6833333
58911099999,25.85,116.3666666
23078099999,69.3333333,88.25
38507099999,40.0333333,52.9833333
98550099999,11.227628,125.027758
61931099999,0.378175,6.712153
78526011641,18.43261,-66.01065
41963099999,22.4333333,91.1
72746994992,47.745404,-90.345639
72050100155,37.85,-76.883
94255099999,-19.9166666,138.1166666
72470093141,39.60886,-110.75547
94289099999,-16.4666666,147.8666666
99842599999,60.557,-145.755
43342099999,10.95,78.0833333
72777094012,48.54254,-109.76439
35394899999,40.75,43.85
40674099999,31.2666666,45.2666666
63801099999,-4.8833333,29.6333333
27252099999,58.35,43.3833333
68744099999,-32.1666666,25.6166666
35188099999,51.022222,71.466944
72086400290,35.937,-77.547
01270099999,63.4833333,10.8833333
72751704932,44.75583,-94.08111
06074099999,56.0833333,10.1333333
78384199999,19.686981,-79.882789
44341099999,45.7666666,106.2833333
71949399999,62.2075,-133.375833
94366099999,-20.02,148.21
82107099999,-0.1166666,-66.9666666
71581099999,45.5333333,-78.2666666
93615099999,-42.7166666,170.9833333
72511654737,40.12061,-76.29446
67287199999,-18.0666666,33.1666666
99999953961,32.8833,-92.1165
71924099999,74.716944,-94.969444
95617099999,-34.5833333,116.35
47146099999,35.8333333,127.1166666
47634599999,34.858414,136.805408
02847099999,66.5,25.7166666
47425099999,42.7752,141.692283
15297099999,45.4333333,23.6333333
94710099999,-31.5333333,145.8
07590099999,44.81,6.195333
43041099999,19.0833333,82.0333333
95121099999,-12.6,131.3
74775013846,30.06667,-85.58333
99999900439,31.989,-83.774
85247099999,-17.8333333,-60.75
72514454723,40.43333,-76.56667
42623099999,24.75995,93.896697
86713099999,-15.2166666,-48.9833333
86947099999,-26.0833333,-48.65
67067099999,-17.6333333,48.5
72212404998,40.14917,-97.58667
06751099999,46.45,8.5166666
60419099999,36.276028,6.620386
44230099999,49.5666666,102.0
28573099999,56.1,69.4333333
31527099999,50.1166666,129.4666666
94342099999,-22.3666666,143.0833333
08231099999,40.0666666,-2.1333333
74782053860,30.33708,-81.51277
72547804920,42.43639,-93.86861
86812099999,-20.4166666,-52.8833333
86720099999,-15.0833333,-44.0166666
95671099999,-34.5166666,138.6833333
72200754828,43.45889,-83.44556
72543454789,41.13684,-75.3771
99770499999,67.57,-164.65
12915099999,46.8666666,16.8
86993099999,-31.4058333,-52.7011111
96033099999,3.8,98.7
76698099999,19.5666667,-88.05
01105099999,68.3666666,15.95
11149099999,47.25,13.5666666
47031199999,19.934856,110.458961
26515099999,55.9666666,22.25
68002099999,-22.612239,17.080442
72031612984,27.77861,-97.69056
72064700229,31.106,-98.196
13615099999,41.414742,19.720561
47114099999,37.438081,127.960383
61721099999,13.5333333,-14.7666666
54377099999,41.15,126.2166666
27906099999,52.9333333,36.0
72207853938,34.47083,-97.95083
99769199999,36.93,-76.02
72241012917,29.95205,-94.02616
72310613744,34.18773,-79.73079
41252099999,23.2333333,56.4333333
68754099999,-32.5166666,27.4666666
60437099999,36.2833333,2.7333333
86221099999,-25.6333333,-57.1333333
12575099999,50.0333333,20.9833333
80450099999,7.882764,-67.443883
72225353992,32.75611,-91.88056
26966099999,52.9,30.0333333
72547294989,41.99045,-93.61852
56748099999,25.1166666,99.1833333
48101099999,16.2666666,95.6666666
71898099999,54.2833333,-130.45
40798099999,32.297222,50.842222
85116099999,-13.75,-65.4333333
95675099999,-34.7333333,138.4666666
28116099999,58.9833333,54.65
26518099999,55.6166666,22.2333333
93546099999,-41.3,173.2
17116099999,40.1833333,29.0666667
35235099999,50.7166666,58.6666666
06380099999,50.911658,5.770144
01025099999,69.683333,18.918919
72043600142,37.45,-94.733
58314099999,31.4,116.3333333
61687099999,13.736817,-13.653122
54292099999,42.8833333,129.5
99847699999,37.811,-122.333
48565099999,8.1132,98.316872
52955099999,35.5833333,100.75
22695099999,63.45,48.9
40780899999,26.751111,55.897778
72556594951,41.448,-97.34264
72349513987,37.15222,-94.49524
72043499999,39.109944,-100.816444
86661099999,-13.7166666,-59.7666666
72205312841,28.54653,-81.33544
42296099999,27.0666666,88.4666666
72428693824,39.94609,-81.89315
06141099999,54.8333333,11.3333333
26446099999,56.5333333,27.2666666
94201099999,-16.45,123.0
72648094853,45.73333,-87.08333
72538794899,47.467386,-87.875032
72659304946,43.65,-94.98639
87217099999,-29.381636,-66.795839
56462099999,29.0,101.5
61901099999,-15.9333333,-5.6666666
11362099999,47.4166666,14.7666666
99820499999,46.9166666,-124.1166666
72433693810,37.78329,-89.24533
72511954792,41.04647,-78.4112
08232099999,40.85,-1.8833333
02880099999,65.85,24.1666666
72104500354,39.332,-94.31
84474099999,-7.1691,-76.728561
78741099999,12.141494,-86.168178
01016099999,78.9333333,28.9
42562099999,24.7666666,78.8333333
99717799999,59.923,-141.359
99404299999,18.33,-64.92
33815099999,47.0166666,28.9833333
48325099999,18.1666666,97.9333333
67581099999,-13.55,32.5833333
51818099999,37.6166666,78.2833333
42876099999,21.1833333,81.2833333
71092099999,68.65,-71.17
92022099999,-2.7,141.3166666
71108099999,49.025278,-122.363333
68038099999,-20.553361,26.115778
96751099999,-6.7,106.9333333
70265026407,64.68333,-147.08333
85123099999,-13.762208,-65.435158
01485099999,59.6166666,10.2166666
11053099999,48.2166666,13.4833333
02611099999,56.0333333,12.7666666
64452099999,-2.6166667,16.2166667
03710099999,51.0833333,-3.6
35108099999,51.150833,51.543056
23992099999,60.7166666,97.5166666
52996099999,35.3833333,105.0
67863099999,-19.0,28.9
12805099999,47.6833333,16.6
42809099999,22.654739,88.446722
29059099999,59.4333333,89.2833333
71738099999,47.966667,-84.786667
71030099999,44.7,-66.8
99842999999,52.941,-168.871
15247099999,45.809861,21.337861
16235099999,41.951946,12.498889
99840799999,42.768,-86.201
72529014768,43.11723,-77.67539
76423099999,24.05,-104.6
99999900177,29.85,-98.85
72656604965,43.98306,-96.30028
71447099999,49.2833333,-100.9833333
71221099999,56.3,-119.7333333
72686524196,45.11667,-113.88333
44265099999,46.1166666,91.4666666
57036099999,34.447119,108.751592
53391099999,41.9,114.0
07146099999,48.751922,2.106189
48020099999,23.6333333,94.4166666
71273099999,54.0166666,-109.1333333
06753099999,46.5166666,8.6833333
48019099999,24.2666666,97.2
72272803196,31.42076,-110.84655
29456099999,56.5333333,89.3166666
03923099999,54.2333333,-6.5
40913099999,36.6666666,68.9166666
02850099999,62.3166666,27.9
61731099999,13.3166666,-14.2166666
17282199999,37.3666666,42.5666666
72667624087,47.13333,-104.8
68398099999,-26.4333333,31.95
71785099999,49.0166666,-122.7666666
02820099999,68.0666666,24.0333333
83827099999,-25.59615,-54.487206
99999923122,34.09528,-117.23472
33586099999,49.0833333,30.9
48080099999,18.4666666,94.35
99408499999,59.74,-149.47
36535099999,48.75,82.3666666
99801499999,41.5833333,-70.5166666
48940099999,17.988322,102.563256
72057800176,32.717,-98.892
71972099999,61.58,-64.65
86793099999,-19.5333333,-49.5333333
47912099999,24.4666666,123.0166666
71589099999,48.55,-53.9666666
32287099999,57.0833333,156.7
10321099999,52.585514,8.341014
25594099999,64.378139,-173.243306
72221699999,33.615,-81.084444
81754099999,-3.75,-40.35
71941099999,48.05,-77.7666666
71460099999,45.9666666,-81.4833333
08560099999,40.7166666,-7.8833333
83649099999,-20.258056,-40.286389
12469099999,51.35,19.8666666
08180099999,41.417,2.133
15628099999,42.2166666,24.3333333
72734404869,46.25,-84.46667
01088099999,70.0666667,29.85
86879099999,-22.8608333,-43.4111111
72228403892,32.61611,-85.43333
01381099999,60.7,10.8666666
72617014742,44.46825,-73.1499
94964099999,-42.7166666,146.9
72469523036,39.71667,-104.75
47137099999,36.4166666,128.15
06476099999,50.035833,5.404167
78479099999,18.567367,-68.363431
02260099999,63.1333333,18.25
72258793955,33.63333,-95.45
30385099999,56.5833333,121.4833333
07638099999,43.3166666,3.35
72101399999,47.714453,-101.010044
15336099999,45.1833333,29.1666666
25129099999,68.15,161.1666666
72069903724,39.60806,-77.0075
72314753870,35.1968,-81.15552
72025763835,31.39694,-84.89528
43340099999,11.75,78.1666666
40883099999,26.532,54.824847
36619099999,47.083,79.717
71864099999,50.330278,-105.559167
61809099999,11.326058,-12.28685
99728099999,40.8,-73.77
26226099999,58.1,23.9666666
06618099999,46.7333333,6.5666666
67027099999,-15.667144,46.351828
43150099999,17.7,83.3
99999953138,39.0118,-114.209
07024099999,49.650106,-1.470281
72773024153,46.92076,-114.09376
91631099999,-5.6666667,176.1333333
01212099999,62.8666666,6.5333333
02721099999,63.95,22.85
04228099999,67.7833333,-53.9666666
47435099999,44.35,143.35
38141199999,47.121944,51.821389
72417013729,38.8899,-79.85544
71610099999,45.438611,-71.691389
71036099999,51.100834,-100.0525
99770699999,45.55,-123.9
71849099999,49.9166666,-97.2333333
99401599999,48.547,-123.01
71383099999,50.7166666,-71.0
06659099999,46.9833333,8.25
94804099999,-35.3333333,136.1166666
72394023273,34.89403,-120.45216
82460099999,-4.25,-44.7833333
76580199999,22.1333,-91.4
71890099999,49.052333,-123.870167
59278099999,23.05,112.4666666
27835099999,53.7166666,40.1166666
60481099999,35.4833333,-0.5166666
78793599999,9.340853,-82.250842
16280099999,40.9166667,12.95
11301099999,47.45,9.85
48925099999,20.6833333,102.0
72250612959,26.17912,-98.2445
10852099999,48.425158,10.931764
48985099999,10.6,104.1833333
86350099999,-30.974569,-55.476189
86808099999,-20.4833333,-55.7833333
86707099999,-15.5333333,-55.1333333
70262699999,57.58,-157.58
91376000492,7.06472,171.27194
72045799999,37.387361,-83.261611
72233812994,27.34944,-98.73694
97096099999,-1.416753,120.657669
41748099999,27.55639,68.21028
72274953128,33.26889,-111.81278
99999996404,62.737,-141.2083
94760099999,-33.85,150.85
03749099999,51.15,-1.5666667
60035099999,28.452717,-13.863761
16719399999,37.750853,20.88425
99401299999,41.745,-124.183
47938099999,26.728775,127.761775
08335099999,38.5166666,-5.1166666
84050099999,0.0166666,-79.3666666
71433099999,47.3333333,-85.8333333
68935099999,-34.05,23.0833333
71373099999,45.05,-72.85
84132099999,-0.9166666,-75.4166666
23656099999,63.3833333,78.3166666
62463999999,27.967,34.383
06356099999,51.85,5.1333333
17112099999,40.137722,26.426777
68491099999,-28.2,32.4166666
08917099999,42.7666666,-0.3833333
72078199999,38.342781,-98.226878
71486099999,52.9333333,-118.0333333
60545099999,33.764025,2.927297
72622564776,44.63923,-73.46312
87349099999,-31.6666667,-63.8833333
36126099999,50.8,75.7
86795099999,-19.8833333,-47.4333333
98642099999,9.333714,123.300472
72519664775,43.22417,-75.39563
44358099999,43.7333333,111.9
41270099999,22.3,59.8166666
71164099999,67.1666666,-130.2166666
42148099999,29.0333333,79.4666666
71027099999,46.6666666,-60.4
01465099999,58.4,8.7833333
97378099999,-10.7333333,123.0666667
95716099999,-34.8166666,149.7333333
66104099999,-5.596992,12.188353
70333025508,56.95917,-158.63167
72365623049,35.61096,-106.09574
72048499999,39.157513,-91.818268
89879099999,-71.8833333,171.2
88963099999,-63.4,-56.9833333
87791099999,-40.869222,-63.000389
97310099999,-8.2666667,122.9666667
58362099999,31.4,121.4666666
02702099999,69.1333333,27.2666666
44294099999,47.3,107.4833333
72650254832,44.61389,-88.73139
03865099999,50.950261,-1.356803
72203163839,34.26889,-86.85833
34609099999,47.3333333,36.3333333
84045099999,0.25,-78.7333333
72341503962,34.47551,-93.10413
72562414994,40.78861,-99.77083
17260099999,36.947183,37.478683
03140599999,58.0333333,1.4
08286099999,39.95,-0.0666666
72531403960,38.56402,-90.14869
47113199999,37.469075,126.450517
61085099999,13.372894,12.626686
07765099999,41.924416,9.406
72503794745,41.06236,-73.70454
20891099999,71.9833333,102.4666666
26072099999,59.9333333,31.0
60475099999,35.431611,8.120717
02828099999,60.3833333,22.55
72607994601,44.06667,-69.1
27316099999,57.35,37.5833333
71449099999,49.0166666,-95.6
76654099999,19.05,-104.3166666
30739099999,52.1666666,109.7833333
01006099999,78.25,22.8166666
40025099999,35.401094,35.948681
94660099999,-32.4333333,136.0666666
15410099999,44.6333333,22.6333333
29274099999,58.0833333,93.0
10554099999,50.979811,10.958106
94327099999,-22.95,136.15
87750099999,-38.724967,-62.169317
86704099999,-15.3247222,-57.2263889
64387099999,-1.968628,30.13945
01460099999,59.4333333,10.5833333
78535011630,18.2552,-65.6411
14280099999,45.5,18.5666666
17170099999,38.468219,43.3323
A0002804116,40.61944,-111.99278
60018099999,28.3166666,-16.3833333
06019099999,56.9333333,8.6333333
71320099999,68.7666666,-81.2333333
48418099999,15.2666666,101.2
88894099999,-52.15,-60.6
43479099999,6.9833333,81.05
72226013895,32.2997,-86.40745
04351099999,67.7833333,-32.2833333
64892099999,6.039239,10.122639
23929099999,60.3166666,64.2166666
80222099999,4.701594,-74.146947
08091099999,42.567,-3.133
71718099999,48.6,-68.2166666
84440099999,-6.067864,-77.159983
66285099999,-11.768086,19.897672
64360099999,-11.591333,27.530889
60670099999,24.292767,9.452444
72351013966,33.97855,-98.49298
72781524237,47.2767,-121.3372
27595099999,55.606186,49.278728
08420099999,37.1333333,-3.6166667
12992099999,46.6833333,21.1666667
99849399999,25.295,-81.013
06310099999,51.45,3.6
62414099999,23.964356,32.819975
72566594073,41.18944,-103.67083
42314099999,27.483853,95.016922
95628099999,-33.95,118.4833333
43189099999,16.95,82.2333333
34398099999,49.6666666,49.4833333
72525014852,41.25478,-80.67361
36034099999,51.5755556,81.2166666
03257099999,54.292383,-1.5354
72589594236,42.14702,-121.72553
72259793985,32.78155,-98.06023
35107099999,51.117,50.317
71533099999,52.38333,-126.75
13622099999,40.4666666,19.4833333
72655714910,45.86801,-95.39399
65516099999,11.75,-2.9333333
47780099999,34.7,135.8333333
71233099999,53.0833333,-114.4333333
67475099999,-10.2166667,31.1333333
02903099999,63.721172,23.143131
06016099999,55.5,7.8666666
